age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
1,8,3,15,9,2,14,1,0,0,0,0,12,0,0
16,0,3,11,8,1,4,3,0,0,0,0,12,0,0
10,0,2,9,12,1,2,3,0,0,0,0,12,0,0
9,0,3,9,12,1,0,5,0,0,0,0,12,0,1
10,0,6,11,8,1,8,3,1,0,0,10,12,8,0
7,0,0,9,12,3,4,5,0,0,0,0,13,0,0
11,0,6,11,8,0,8,0,0,0,0,0,12,0,1
11,0,3,11,8,1,2,5,0,0,0,0,10,0,0
0,0,2,0,5,2,2,1,2,0,0,0,6,0,0
18,5,3,10,15,2,5,3,0,0,1,0,12,0,1
4,4,0,9,12,2,5,5,0,0,0,0,12,0,0
1,8,3,15,9,2,14,1,0,0,0,0,10,0,0
1,0,3,11,8,5,4,4,0,0,0,0,19,0,0
7,0,4,15,9,1,4,3,0,0,0,0,0,0,0
7,0,4,6,4,2,4,3,0,0,0,0,12,0,0
3,0,4,12,13,2,5,3,0,0,0,0,12,0,0
1,0,2,15,9,2,3,1,0,0,0,0,5,0,0
1,0,0,11,8,2,2,3,0,0,0,0,12,0,0
3,0,5,15,9,2,2,5,0,0,0,0,6,0,0
11,0,2,12,13,0,8,0,0,0,2,0,11,0,1
13,0,7,14,14,2,5,3,0,0,0,0,12,0,0
4,0,4,11,8,2,2,3,0,0,0,0,10,0,0
13,0,5,11,8,0,5,0,0,0,0,0,15,0,1
9,0,5,15,9,1,4,3,0,0,0,0,12,0,0
5,4,1,11,8,3,2,5,0,0,0,0,8,0,0
0,0,3,1,6,2,2,1,0,0,0,0,6,0,0
9,0,1,11,8,1,6,3,0,0,0,0,12,0,0
3,0,1,8,10,1,8,3,0,0,0,0,17,0,0
5,0,4,15,9,0,8,0,0,0,0,0,12,0,0
9,8,4,8,10,0,14,0,0,0,0,10,1,41,0
6,0,0,11,8,2,1,3,0,0,0,0,12,0,0
7,0,0,9,12,0,5,0,0,0,0,0,15,0,1
10,0,4,15,9,1,8,3,0,0,0,0,15,0,0
1,0,4,15,9,2,3,1,0,0,0,0,6,0,0
9,0,4,15,9,1,8,5,4,0,0,0,11,0,0
2,0,3,11,8,2,7,4,0,0,0,0,12,29,0
0,0,0,2,7,2,3,1,0,0,0,0,6,0,0
4,5,3,9,12,0,5,0,4,0,0,0,10,0,0
14,0,10,15,9,1,0,5,4,0,0,0,17,0,0
6,0,2,13,0,0,7,0,1,0,1,0,12,1,0
1,8,2,15,9,2,14,1,0,0,0,0,12,0,0
12,5,3,12,13,1,5,3,0,0,0,0,12,0,0
15,0,6,7,11,2,4,3,0,0,0,0,10,0,0
15,0,5,5,3,1,5,4,0,0,0,0,6,41,0
1,0,0,15,9,2,8,1,0,0,0,0,3,0,0
4,0,5,15,9,2,4,3,0,0,0,0,10,0,0
16,3,1,12,13,0,0,0,0,0,0,0,12,0,1
4,0,5,15,9,2,8,3,0,0,0,0,12,0,0
6,0,1,15,9,2,5,3,0,0,0,0,12,0,0
15,0,2,15,9,0,4,0,0,0,0,0,15,0,0
9,0,3,9,12,1,8,5,0,0,0,0,12,0,0
9,0,3,15,9,1,8,3,0,0,0,0,9,0,0
7,3,5,15,9,2,8,3,4,0,0,0,12,0,0
7,0,1,9,12,1,5,5,0,0,0,0,14,0,0
1,0,9,15,9,2,8,3,0,0,0,0,12,0,0
11,1,3,11,8,0,4,0,0,0,0,0,11,0,0
6,0,3,7,11,3,2,5,0,0,0,0,12,0,0
6,0,3,11,8,1,7,5,0,0,0,0,12,0,0
9,0,3,9,12,2,5,3,0,0,0,0,19,0,1
7,0,3,11,8,1,7,5,0,0,0,0,15,0,0
14,8,4,11,8,0,14,0,0,0,0,0,12,0,0
10,0,4,9,12,5,3,5,0,0,0,0,6,0,0
7,0,4,9,12,1,0,3,0,0,0,0,12,0,0
7,0,2,11,8,4,2,5,0,0,0,0,7,0,0
9,0,3,15,9,1,10,3,4,0,0,0,12,0,0
9,0,7,11,8,1,4,3,0,0,0,0,12,2,0
4,0,2,11,8,2,2,3,0,0,0,0,15,0,1
19,8,1,11,8,4,14,3,0,0,0,0,2,5,0
2,0,4,15,9,2,2,1,0,0,0,0,10,0,0
5,0,4,11,8,2,2,3,0,0,0,0,10,0,0
9,0,3,9,12,1,4,3,0,0,3,0,12,0,1
27,0,6,9,12,2,5,1,0,0,0,0,2,0,0
1,0,2,11,8,2,8,4,0,0,0,10,12,0,0
7,0,1,5,3,2,7,1,0,0,0,0,7,0,0
25,8,3,15,9,4,14,3,0,0,0,0,1,0,0
4,0,7,3,1,2,11,3,0,0,0,0,12,20,0
3,0,1,9,12,2,3,1,0,0,0,0,9,0,0
21,0,5,5,3,4,2,3,0,0,0,0,12,0,0
11,0,2,11,8,3,3,3,0,0,0,0,12,0,0
17,0,1,15,9,1,8,3,0,0,0,0,11,0,0
8,0,3,2,7,2,2,5,4,0,0,0,15,28,0
8,0,3,7,11,0,4,0,0,0,0,12,12,0,1
7,0,8,11,8,0,8,0,0,0,0,12,13,0,1
3,0,0,7,11,1,2,3,0,0,0,0,10,0,0
6,0,2,15,9,1,4,5,0,0,0,0,12,0,0
5,0,3,8,10,1,8,5,0,0,0,0,9,0,0
2,0,4,15,9,0,8,0,0,0,0,0,12,0,0
18,0,1,11,8,4,3,3,0,0,2,0,15,23,1
14,0,4,9,12,4,8,5,0,0,0,0,12,0,0
3,0,3,9,12,2,0,3,0,0,0,0,15,0,0
4,4,3,8,10,2,4,1,0,0,0,0,12,0,0
6,0,1,15,9,1,7,5,0,0,0,0,12,0,0
7,0,3,11,8,2,8,3,0,0,1,0,12,0,0
7,0,3,11,8,1,0,5,0,0,0,0,12,0,0
2,0,5,7,11,0,2,0,0,0,0,0,12,3,0
15,0,6,15,9,1,4,4,0,0,0,0,2,0,0
27,0,2,11,8,2,2,3,0,0,0,0,12,0,0
9,0,4,15,9,1,4,5,0,0,0,0,14,0,0
1,8,2,15,9,2,14,1,0,0,0,0,7,0,0
10,5,2,11,8,2,8,3,0,0,0,0,12,0,0
2,0,4,15,9,2,3,3,4,0,0,0,9,0,0
6,1,4,9,12,0,3,0,0,0,0,0,12,0,1
5,4,5,9,12,2,3,5,4,0,0,0,5,0,0
12,0,1,9,12,2,0,3,0,0,0,10,12,4,1
3,0,5,15,9,2,3,5,0,0,0,0,12,41,0
12,0,1,11,8,1,3,1,0,0,0,0,12,0,0
4,0,2,9,12,2,4,3,0,0,0,14,14,0,1
9,4,0,15,9,0,4,0,0,0,0,0,11,0,0
3,0,5,9,12,2,5,1,4,0,0,0,17,0,0
13,0,1,15,9,1,3,3,0,0,0,0,10,0,0
19,8,7,11,8,4,14,3,0,0,0,0,12,0,0
3,0,5,11,8,0,7,0,0,0,0,0,7,0,0
5,0,4,11,8,1,2,5,0,0,0,0,12,0,0
3,0,2,15,9,2,2,3,1,0,0,0,10,0,0
3,0,2,8,10,2,8,1,0,0,0,0,19,0,0
9,3,1,15,9,1,4,5,1,0,0,0,12,0,0
9,0,1,12,13,1,2,5,4,0,0,0,9,0,0
10,5,4,11,8,3,3,5,4,0,0,0,12,0,0
4,0,5,8,10,0,7,0,0,0,0,0,5,0,0
13,0,4,11,8,3,7,3,4,0,0,0,12,0,0
0,0,1,11,8,2,3,1,1,0,0,0,6,0,0
3,0,2,11,8,2,6,1,4,0,0,0,12,0,0
6,0,5,9,12,2,3,3,0,0,0,0,12,0,0
2,8,0,15,9,2,14,4,4,0,0,0,12,0,0
16,0,1,12,13,4,4,3,0,0,0,0,12,0,1
2,0,4,15,9,2,8,3,0,0,0,0,7,9,0
10,0,0,11,8,1,4,5,0,0,0,0,12,0,1
1,0,4,5,3,2,7,1,0,0,0,0,16,0,0
6,0,2,15,9,2,4,3,0,0,0,0,15,0,0
4,3,0,11,8,1,4,3,3,0,0,0,12,0,0
4,0,3,12,13,2,4,3,4,0,0,0,14,0,0
3,0,6,11,8,2,6,5,4,0,0,0,7,0,0
0,0,0,11,8,2,4,1,0,0,0,0,10,0,0
6,0,13,11,8,2,4,3,0,0,0,0,12,0,0
9,0,2,11,8,2,8,3,0,0,0,0,14,0,0
7,0,3,9,12,0,5,0,0,0,0,0,0,0,1
6,0,4,8,10,2,7,5,4,0,0,0,12,0,0
16,0,3,15,9,1,5,3,0,0,0,0,15,0,0
4,0,5,15,9,0,0,0,0,0,0,0,6,0,0
9,0,3,11,8,2,8,3,0,0,0,0,22,0,0
14,0,2,11,8,4,2,5,0,0,0,0,12,0,0
0,0,2,1,6,2,2,1,0,0,0,0,4,0,0
12,0,7,11,8,1,8,5,0,0,0,0,12,0,0
3,0,4,12,13,2,5,1,0,0,0,0,12,0,0
15,0,4,11,8,4,8,3,0,0,0,0,11,0,0
3,1,4,11,8,0,2,0,0,0,0,10,6,0,0
2,0,2,9,12,2,8,1,0,0,0,0,12,0,0
4,8,4,9,12,0,14,0,0,0,0,0,7,0,1
4,0,1,15,9,1,8,4,0,0,0,0,12,0,0
7,5,4,9,12,0,8,0,0,0,0,0,6,0,1
8,8,3,12,13,0,14,0,1,0,1,0,12,41,0
1,0,3,7,11,2,2,3,0,0,0,0,12,0,0
1,8,0,15,9,2,14,1,4,0,0,0,6,0,0
1,0,7,15,9,2,4,1,0,0,0,0,9,0,0
4,0,3,11,8,1,8,3,0,0,0,0,12,0,0
3,0,5,9,12,2,8,1,0,0,0,0,12,0,0
4,0,4,15,9,2,8,3,0,0,0,0,14,41,0
8,0,6,0,5,2,2,5,0,0,0,0,7,20,0
19,0,3,11,8,4,2,3,0,0,0,0,15,0,0
12,0,2,15,9,4,4,5,4,0,0,10,11,0,0
7,0,4,11,8,1,2,1,0,0,0,0,15,0,0
13,0,4,8,10,2,8,4,4,0,0,12,12,0,0
8,0,4,11,8,1,2,3,0,0,0,0,6,0,0
6,0,5,9,12,2,8,3,0,0,0,0,12,0,0
9,8,5,9,12,0,14,0,0,0,0,0,9,0,1
5,0,4,15,9,1,8,5,4,0,0,0,12,0,0
3,0,2,11,8,2,8,4,0,0,0,0,12,0,0
11,5,3,15,9,1,8,3,0,0,0,0,12,0,0
6,0,3,11,8,1,1,3,0,0,0,0,12,0,0
16,0,6,12,13,4,5,3,0,0,0,0,12,0,0
6,0,4,15,9,0,5,0,0,0,0,0,12,0,1
9,4,0,11,8,1,2,3,0,0,0,0,15,0,0
11,0,5,9,12,1,1,3,4,0,0,0,12,0,0
9,4,5,15,9,2,5,3,0,0,0,8,12,0,0
7,0,4,15,9,2,2,3,0,0,0,10,12,0,0
12,0,3,15,9,2,4,3,0,0,0,0,12,22,1
0,8,1,11,8,2,14,1,0,0,0,10,10,0,0
7,0,1,11,8,2,2,1,1,0,0,0,12,15,0
17,0,3,5,3,1,3,3,0,0,0,0,12,0,0
1,0,2,15,9,2,8,1,0,0,0,0,8,0,0
11,0,1,15,9,0,8,0,0,0,0,0,12,0,1
2,0,5,9,12,2,3,3,0,0,0,0,12,0,0
15,0,2,15,9,1,8,3,0,0,0,0,14,5,0
6,0,5,1,6,2,8,3,0,0,0,0,10,0,0
3,0,3,11,8,2,10,3,0,0,0,0,15,0,0
2,0,2,15,9,2,3,1,0,0,0,0,6,0,0
5,8,2,9,12,0,14,0,1,0,0,0,12,39,0
0,0,0,1,6,2,3,4,2,0,0,0,7,0,0
16,0,5,15,9,0,8,4,0,0,0,0,4,0,1
1,0,7,11,8,2,5,4,0,0,0,0,12,0,0
13,0,4,9,12,1,5,3,0,0,0,0,15,0,0
3,0,2,11,8,0,2,0,0,0,0,0,7,0,0
3,0,2,15,9,2,8,1,0,0,0,0,12,0,0
4,0,4,15,9,2,0,1,0,0,0,0,11,0,0
13,0,2,15,9,1,4,5,0,0,0,0,12,0,0
1,8,6,15,9,2,14,1,0,0,0,0,12,0,0
7,0,3,11,8,1,8,5,0,0,0,0,12,0,0
9,4,0,12,13,2,5,3,0,0,0,0,12,0,0
13,0,2,8,10,1,5,5,0,0,0,0,12,0,0
6,0,3,15,9,1,8,3,1,0,0,0,16,0,0
19,0,2,9,12,4,4,3,0,0,0,0,4,0,0
3,0,2,11,8,2,3,3,0,0,0,0,12,0,0
1,0,4,11,8,2,8,1,0,0,0,0,4,0,0
4,0,1,11,8,2,3,1,0,0,0,0,12,0,0
1,0,0,15,9,2,8,1,0,0,0,10,9,0,0
1,0,4,15,9,2,2,1,0,0,0,0,3,0,0
9,0,2,11,8,4,3,3,0,0,0,0,12,0,0
3,0,9,9,12,2,5,3,0,0,0,0,9,0,0
1,0,4,15,9,2,8,1,0,0,0,0,12,20,0
21,4,0,7,11,1,5,5,4,0,0,0,4,0,0
0,0,4,15,9,2,3,1,0,0,0,0,7,0,0
11,4,1,9,12,3,5,3,0,0,0,0,22,0,0
7,8,3,11,8,1,14,5,0,0,0,0,8,0,0
6,0,7,11,8,2,7,5,4,0,0,0,12,0,0
10,0,1,15,9,2,4,3,0,0,0,0,12,0,0
9,0,2,11,8,2,3,1,0,0,0,0,12,0,0
1,0,3,15,9,2,8,1,0,0,0,0,12,0,0
13,0,2,4,2,3,2,5,4,0,0,0,12,33,0
1,0,1,15,9,2,3,1,0,0,0,0,2,0,0
6,0,4,11,8,2,6,1,0,0,0,0,12,0,0
0,8,4,1,6,2,14,1,0,0,0,0,6,2,0
6,0,4,9,12,3,0,5,0,0,1,0,12,0,0
9,0,4,15,9,0,4,0,0,0,0,0,12,36,1
7,0,5,12,13,1,4,5,0,0,0,1,14,0,0
3,0,2,9,12,1,2,3,0,0,0,0,14,0,0
14,1,1,6,4,0,1,0,2,0,0,13,4,0,0
16,0,3,11,8,4,7,5,0,0,0,0,12,0,0
13,4,7,12,13,2,5,1,0,0,0,0,12,0,0
2,8,7,9,12,2,14,3,0,0,0,0,7,0,0
1,0,3,15,9,2,8,1,3,0,0,0,12,0,0
2,0,4,9,12,2,5,1,0,0,0,0,12,0,0
8,0,1,9,12,2,4,3,0,0,0,0,12,0,0
18,8,3,11,8,3,14,3,0,0,0,0,12,0,0
9,0,2,1,6,1,2,5,4,0,0,0,11,0,0
4,5,0,7,11,2,8,3,0,0,0,0,12,5,0
4,0,7,11,8,1,2,3,0,0,0,0,12,0,0
4,0,2,0,5,6,2,0,0,0,0,0,12,0,0
7,5,5,9,12,0,8,0,0,0,0,0,12,0,1
3,0,2,9,12,2,8,1,0,0,0,0,12,0,0
1,0,3,11,8,2,3,3,0,0,0,0,12,0,0
7,0,3,9,12,0,3,0,0,0,0,0,9,0,1
7,0,1,15,9,1,4,3,1,0,0,0,12,8,1
11,0,7,6,4,1,2,5,0,0,0,0,12,0,0
4,0,5,9,12,2,2,3,0,0,0,0,15,0,0
1,8,3,15,9,2,14,1,0,0,0,0,9,0,0
4,0,3,9,12,2,3,3,0,0,0,0,12,0,0
5,0,2,11,8,1,1,3,0,0,0,0,12,0,0
8,0,3,15,9,2,4,1,0,0,0,0,12,0,0
21,0,0,15,9,4,3,3,0,0,0,0,6,0,0
3,8,0,15,9,1,14,5,0,0,0,0,15,0,0
6,0,0,11,8,1,8,5,0,0,0,0,12,0,0
7,0,2,11,8,1,4,3,0,0,0,0,12,0,0
11,0,4,15,9,2,4,3,0,0,0,0,12,0,0
4,0,5,3,1,2,7,3,0,0,0,0,12,20,0
2,0,5,11,8,2,2,5,0,0,0,0,10,0,0
5,0,2,15,9,6,3,0,0,0,0,0,6,0,0
7,0,4,11,8,0,0,0,0,0,0,0,10,0,1
15,0,3,11,8,0,8,0,1,0,0,0,12,41,0
13,1,2,7,11,2,9,1,0,0,0,0,12,0,0
4,8,10,8,10,2,14,5,0,0,0,0,12,0,0
1,0,0,11,8,2,6,1,0,0,0,0,7,0,0
16,0,4,2,7,4,7,4,0,0,0,0,15,0,0
15,0,0,1,6,3,7,3,0,0,0,0,12,0,0
9,0,2,11,8,1,2,5,0,0,0,0,9,0,0
7,3,0,15,9,1,4,5,1,0,0,0,12,15,0
6,0,3,11,8,0,7,4,3,0,0,0,6,29,0
18,8,7,11,8,0,14,0,0,0,0,0,6,0,0
12,5,4,11,8,0,2,0,0,0,0,0,12,0,0
7,8,6,11,8,1,14,3,0,0,0,0,9,0,0
9,0,2,1,6,1,11,5,0,0,0,0,7,31,0
4,0,4,15,9,3,11,3,0,0,0,0,9,31,0
3,0,3,15,9,2,8,4,0,0,0,0,12,0,0
1,8,5,15,9,2,14,3,0,0,0,0,7,0,0
16,5,0,11,8,4,8,3,0,0,0,0,12,0,0
20,4,0,11,8,4,2,3,0,0,0,0,6,0,0
3,0,1,11,8,2,7,1,0,0,0,0,12,0,0
6,0,5,11,8,2,8,3,0,0,0,0,12,0,0
5,0,2,9,12,0,8,0,4,0,0,0,12,0,1
4,0,3,9,12,2,0,1,0,0,0,0,12,20,0
10,0,6,3,1,0,2,0,0,0,0,0,12,0,0
5,0,2,9,12,2,3,5,4,0,0,0,12,0,0
4,8,5,9,12,0,14,0,4,0,0,0,10,41,1
